,Origin,Destination,Distance,Duration
71,Balzac,Delta,1096.3261,900.0166666666667
72,Balzac,Errington,1243.339,1196.3416666666667
73,Balzac,Kamloops,751.3519,650.7416666666667
74,Balzac,Kelowna,720.1343,616.8333333333334
75,Balzac,Ladysmith,1180.2014,1139.6783333333333
76,Balzac,Langley,1064.9263,864.7
77,Balzac,Nanaimo,1202.0951,1161.6433333333334
78,Balzac,New Westminster,1086.3751000000002,882.2433333333333
79,Balzac,Port Coquitlam,1083.6824,879.2933333333333
80,Balzac,Richmond,1106.0423999999998,905.1033333333332
81,Balzac,Surrey,1077.4468,875.7983333333334
82,Balzac,Vancouver,1101.7723999999998,898.2816666666666
83,Balzac,Winnipeg,1336.5325,949.6383333333334
84,Balzac,Regina,766.8343000000001,538.2066666666667
85,Balzac,Saskatoon,590.2208,454.19166666666666
86,Balzac,Bolton,3468.5409,2400.6316666666667
87,Calgary,Edmonton,299.0376,216.66833333333335
88,Calgary,Grande Prairie,715.8315,523.2133333333334
89,Calgary,Lethbridge,211.8465,160.29166666666666
90,Calgary,Medicine Hat,293.2165,212.48166666666665
91,Calgary,Okotoks,45.1488,37.480000000000004
92,Calgary,Red Deer County,140.17610000000002,107.675
93,Calgary,Rocky View County,43.665800000000004,38.615
94,Calgary,Sherwood Park,306.6876,218.59
95,Calgary,St. Albert,319.1017,226.895
96,Calgary,Abbotsford,1025.857,836.955
97,Calgary,Burnaby,1078.7776999999999,877.705
98,Calgary,Delta,1084.5381,894.2566666666667
99,Calgary,Errington,1231.5511000000001,1190.5816666666665
100,Calgary,Kamloops,739.5639,644.9816666666667
101,Calgary,Kelowna,708.3464,611.0733333333334
102,Calgary,Ladysmith,1168.4135,1133.9183333333335
103,Calgary,Langley,1053.1383999999998,858.94
104,Calgary,Nanaimo,1190.3071,1155.8833333333334
105,Calgary,New Westminster,1074.5872,876.4833333333333
106,Calgary,Port Coquitlam,1071.8944,873.5333333333333
107,Calgary,Richmond,1094.2545,899.3433333333334
108,Calgary,Surrey,1065.6588000000002,870.0383333333334
109,Calgary,Vancouver,1089.9845,892.5216666666668
110,Calgary,Winnipeg,1325.6097,942.5266666666666
111,Calgary,Regina,755.9115,531.095
112,Calgary,Saskatoon,613.3461,472.10833333333335
113,Calgary,Bolton,3457.6181,2393.52
114,Edmonton,Grande Prairie,457.9975,328.9133333333333
115,Edmonton,Lethbridge,503.1028,366.18333333333334
116,Edmonton,Medicine Hat,525.873,404.9633333333333
117,Edmonton,Okotoks,336.4051,243.37166666666664
118,Edmonton,Red Deer County,174.5856,137.32000000000002
119,Edmonton,Rocky View County,258.609,190.24166666666667
120,Edmonton,Sherwood Park,17.177799999999998,21.175
121,Edmonton,St. Albert,14.3115,21.118333333333332
122,Edmonton,Abbotsford,1093.7113,818.4983333333333
123,Edmonton,Burnaby,1146.632,859.2483333333333
124,Edmonton,Delta,1152.3924,875.8
125,Edmonton,Errington,1299.4053999999999,1172.125
126,Edmonton,Kamloops,804.2978,624.985
127,Edmonton,Kelowna,1016.1691999999999,768.6966666666667
128,Edmonton,Ladysmith,1236.2678,1115.4616666666666
129,Edmonton,Langley,1120.9927,840.4833333333333
130,Edmonton,Nanaimo,1258.1614,1137.4266666666667
131,Edmonton,New Westminster,1142.4415,858.0266666666666
132,Edmonton,Port Coquitlam,1139.7486999999999,855.0766666666666
133,Edmonton,Richmond,1162.1088,880.8866666666667
134,Edmonton,Surrey,1133.5131000000001,851.5816666666667
135,Edmonton,Vancouver,1157.8388,874.065
136,Edmonton,Winnipeg,1352.0358999999999,971.4583333333334
137,Edmonton,Regina,780.423,557.2216666666667
138,Edmonton,Saskatoon,523.908,376.775
139,Edmonton,Bolton,3525.5038999999997,2447.2366666666667
140,Grande Prairie,Lethbridge,927.3876,675.9216666666667
141,Grande Prairie,Medicine Hat,984.4605,718.2666666666667
142,Grande Prairie,Okotoks,760.6899000000001,553.11
143,Grande Prairie,Red Deer County,598.8704,447.05833333333334
144,Grande Prairie,Rocky View County,682.8938,499.97999999999996
145,Grande Prairie,Sherwood Park,472.0668,341.9933333333333
146,Grande Prairie,St. Albert,440.3224,317.7366666666667
147,Grande Prairie,Abbotsford,1126.0869,850.855
148,Grande Prairie,Burnaby,1179.0076000000001,891.605
149,Grande Prairie,Delta,1184.768,908.1566666666666
150,Grande Prairie,Errington,1331.781,1204.4816666666666
151,Grande Prairie,Kamloops,836.6735,657.3416666666667
152,Grande Prairie,Kelowna,1048.5448000000001,801.0533333333333
153,Grande Prairie,Ladysmith,1268.6434,1147.8183333333334
154,Grande Prairie,Langley,1153.3683,872.84
155,Grande Prairie,Nanaimo,1290.5371,1169.7833333333333
156,Grande Prairie,New Westminster,1174.8171,890.3833333333333
157,Grande Prairie,Port Coquitlam,1172.1244,887.4333333333333
158,Grande Prairie,Richmond,1194.4843999999998,913.2433333333333
159,Grande Prairie,Surrey,1165.8887,883.9383333333334
160,Grande Prairie,Vancouver,1190.2143999999998,906.4216666666667
161,Grande Prairie,Winnipeg,1804.2318,1288.885
162,Grande Prairie,Regina,1232.6189,874.6483333333333
163,Grande Prairie,Saskatoon,976.104,694.2016666666666
164,Grande Prairie,Bolton,3977.6998,2764.663333333333
165,Lethbridge,Medicine Hat,169.74370000000002,137.8
166,Lethbridge,Okotoks,171.9415,131.84666666666666
167,Lethbridge,Red Deer County,343.8992,256.0833333333333
168,Lethbridge,Rocky View County,247.3889,187.02333333333334
169,Lethbridge,Sherwood Park,510.4107,366.99833333333333
170,Lethbridge,St. Albert,522.8248,375.30333333333334
171,Lethbridge,Abbotsford,1081.006,851.5883333333334
172,Lethbridge,Burnaby,1133.9267,892.3383333333334
173,Lethbridge,Delta,1139.6871,908.89
174,Lethbridge,Errington,1286.7001,1205.215
175,Lethbridge,Kamloops,907.1353,759.7283333333332
176,Lethbridge,Kelowna,833.5641999999999,672.105
177,Lethbridge,Ladysmith,1223.5625,1148.5516666666667
178,Lethbridge,Langley,1108.2874,873.5733333333334
179,Lethbridge,Nanaimo,1245.4561999999999,1170.5166666666667
180,Lethbridge,New Westminster,1129.7362,891.1166666666667
181,Lethbridge,Port Coquitlam,1127.0435,888.1666666666666
182,Lethbridge,Richmond,1149.4035,913.9766666666667
183,Lethbridge,Surrey,1120.8079,884.6716666666667
184,Lethbridge,Vancouver,1145.1335,907.1550000000001
185,Lethbridge,Winnipeg,1193.2555,861.4583333333334
186,Lethbridge,Regina,623.5573,450.02666666666664
187,Lethbridge,Saskatoon,614.1424000000001,482.09166666666664
188,Lethbridge,Bolton,3349.7577,2262.538333333333
189,Medicine Hat,Okotoks,289.1966,210.04833333333332
190,Medicine Hat,Red Deer County,393.8273,291.95166666666665
191,Medicine Hat,Rocky View County,321.7934,236.27
192,Medicine Hat,Sherwood Park,511.2462,389.5083333333333
193,Medicine Hat,St. Albert,544.853,414.8666666666667
194,Medicine Hat,Abbotsford,1249.6894,986.6716666666667
195,Medicine Hat,Burnaby,1302.6101,1027.4216666666666
196,Medicine Hat,Delta,1308.3705,1043.9733333333334
197,Medicine Hat,Errington,1455.3835,1340.2983333333332
198,Medicine Hat,Kamloops,1029.4443,850.525
199,Medicine Hat,Kelowna,1002.2477,807.1883333333334
200,Medicine Hat,Ladysmith,1392.2459,1283.635
201,Medicine Hat,Langley,1276.9708,1008.6566666666666
202,Medicine Hat,Nanaimo,1414.1396000000002,1305.6
203,Medicine Hat,New Westminster,1298.4196000000002,1026.2
204,Medicine Hat,Port Coquitlam,1295.7269,1023.25
205,Medicine Hat,Richmond,1318.0869,1049.06
206,Medicine Hat,Surrey,1289.4913000000001,1019.755
207,Medicine Hat,Vancouver,1313.8168999999998,1042.2383333333335
208,Medicine Hat,Winnipeg,1035.6931,739.6816666666667
209,Medicine Hat,Regina,465.99490000000003,328.25
210,Medicine Hat,Saskatoon,446.5347,350.96500000000003
211,Medicine Hat,Bolton,3167.7015,2190.675
212,Okotoks,Red Deer County,178.0141,134.8
213,Okotoks,Rocky View County,81.5038,65.74
214,Okotoks,Sherwood Park,344.5256,245.715
215,Okotoks,St. Albert,356.9396,254.02
216,Okotoks,Abbotsford,1062.8744,864.11
217,Okotoks,Burnaby,1115.7952,904.86
218,Okotoks,Delta,1121.5556000000001,921.4116666666666
219,Okotoks,Errington,1268.5686,1217.7366666666667
220,Okotoks,Kamloops,776.5814,672.1366666666667
221,Okotoks,Kelowna,745.3639000000001,638.2283333333332
222,Okotoks,Ladysmith,1205.4308999999998,1161.0733333333333
223,Okotoks,Langley,1090.1558,886.0949999999999
224,Okotoks,Nanaimo,1227.3246000000001,1183.0383333333334
225,Okotoks,New Westminster,1111.6046000000001,903.6383333333334
226,Okotoks,Port Coquitlam,1108.9118999999998,900.6883333333334
227,Okotoks,Richmond,1131.2719,926.4983333333333
228,Okotoks,Surrey,1102.6763,897.1933333333333
229,Okotoks,Vancouver,1127.0019,919.6766666666666
230,Okotoks,Winnipeg,1322.4867,941.635
231,Okotoks,Regina,752.7885,530.2033333333334
232,Okotoks,Saskatoon,643.1755,494.365
233,Okotoks,Bolton,3454.4951,2392.6283333333336
234,Red Deer County,Rocky View County,99.9964,81.155
235,Red Deer County,Sherwood Park,181.32520000000002,138.17666666666668
236,Red Deer County,St. Albert,193.7393,146.48166666666665
237,Red Deer County,Abbotsford,1160.2186000000002,903.2333333333333
238,Red Deer County,Burnaby,1213.1393,943.9833333333333
239,Red Deer County,Delta,1218.8997,960.535
240,Red Deer County,Errington,1365.9126999999999,1256.8600000000001
241,Red Deer County,Kamloops,870.8051999999999,709.7199999999999
242,Red Deer County,Kelowna,836.0757,702.6433333333333
243,Red Deer County,Ladysmith,1302.7751,1200.1966666666667
244,Red Deer County,Langley,1187.5,925.2183333333334
245,Red Deer County,Nanaimo,1324.6688000000001,1222.1616666666666
246,Red Deer County,New Westminster,1208.9488000000001,942.7616666666667
247,Red Deer County,Port Coquitlam,1206.2561,939.8116666666666
248,Red Deer County,Richmond,1228.6161000000002,965.6216666666667
249,Red Deer County,Surrey,1200.0205,936.3166666666667
250,Red Deer County,Vancouver,1224.3461000000002,958.8
251,Red Deer County,Winnipeg,1338.8038000000001,997.435
252,Red Deer County,Regina,767.1909,583.1983333333334
253,Red Deer County,Saskatoon,557.4963,440.565
254,Red Deer County,Bolton,3500.3098,2468.545
255,Rocky View County,Sherwood Park,266.2491,192.21666666666667
256,Rocky View County,St. Albert,278.6631,200.52166666666665
257,Rocky View County,Abbotsford,1056.2782,858.84
258,Rocky View County,Burnaby,1109.1988999999999,899.59
259,Rocky View County,Delta,1114.9593,916.1416666666667
260,Rocky View County,Errington,1261.9723000000001,1212.4666666666667
261,Rocky View County,Kamloops,769.9852,666.8666666666667
262,Rocky View County,Kelowna,738.7676,632.9583333333334
263,Rocky View County,Ladysmith,1198.8346999999999,1155.8033333333333
264,Rocky View County,Langley,1083.5596,880.825
265,Rocky View County,Nanaimo,1220.7284,1177.7683333333334
266,Rocky View County,New Westminster,1105.0084,898.3683333333333
267,Rocky View County,Port Coquitlam,1102.3156999999999,895.4183333333333
268,Rocky View County,Richmond,1124.6757,921.2283333333332
269,Rocky View County,Surrey,1096.0801000000001,891.9233333333334
270,Rocky View County,Vancouver,1120.4057,914.4066666666666
271,Rocky View County,Winnipeg,1355.1658,965.7633333333334
272,Rocky View County,Regina,785.4676,554.3316666666667
273,Rocky View County,Saskatoon,580.8963,446.6183333333333
274,Rocky View County,Bolton,3487.1742000000004,2416.7566666666667
275,Sherwood Park,St. Albert,34.161699999999996,32.21333333333333
276,Sherwood Park,Abbotsford,1110.4536,833.01
277,Sherwood Park,Burnaby,1163.3743,873.76
278,Sherwood Park,Delta,1169.1347,890.3116666666666
279,Sherwood Park,Errington,1316.1477,1186.6366666666665
280,Sherwood Park,Kamloops,821.0400999999999,639.4966666666667
281,Sherwood Park,Kelowna,1032.9115,783.2083333333334
282,Sherwood Park,Ladysmith,1253.0101000000002,1129.9733333333331
283,Sherwood Park,Langley,1137.735,854.995
284,Sherwood Park,Nanaimo,1274.9036999999998,1151.9383333333333
285,Sherwood Park,New Westminster,1159.1838,872.5383333333334
286,Sherwood Park,Port Coquitlam,1156.4911000000002,869.5883333333334
287,Sherwood Park,Richmond,1178.8511,895.3983333333333
288,Sherwood Park,Surrey,1150.2554,866.0933333333334
289,Sherwood Park,Vancouver,1174.5811,888.5766666666666
290,Sherwood Park,Winnipeg,1340.738,961.3666666666667
291,Sherwood Park,Regina,769.1251,547.13
292,Sherwood Park,Saskatoon,512.6101,366.68333333333334
293,Sherwood Park,Bolton,3514.206,2437.145
294,St. Albert,Abbotsford,1088.6207,810.9916666666667
295,St. Albert,Burnaby,1141.5413999999998,851.7416666666667
296,St. Albert,Delta,1147.3018,868.2933333333333
297,St. Albert,Errington,1294.3148,1164.6183333333333
298,St. Albert,Kamloops,799.2073,617.4783333333332
299,St. Albert,Kelowna,1011.0785999999999,761.19
300,St. Albert,Ladysmith,1231.1771999999999,1107.9550000000002
301,St. Albert,Langley,1115.9021,832.9766666666667
302,St. Albert,Nanaimo,1253.0709,1129.9199999999998
303,St. Albert,New Westminster,1137.3509,850.52
304,St. Albert,Port Coquitlam,1134.6581999999999,847.5699999999999
305,St. Albert,Richmond,1157.0182,873.38
306,St. Albert,Surrey,1128.4225,844.075
307,St. Albert,Vancouver,1152.7482,866.5583333333333
308,St. Albert,Winnipeg,1365.2555,979.5883333333334
309,St. Albert,Regina,793.6426,565.3516666666667
310,St. Albert,Saskatoon,537.1276,384.905
311,St. Albert,Bolton,3538.7235,2455.366666666667
312,Abbotsford,Burnaby,55.081,47.375
313,Abbotsford,Delta,60.8414,63.92666666666666
314,Abbotsford,Errington,207.8544,360.25166666666667
315,Abbotsford,Kamloops,289.7074,199.47833333333335
316,Abbotsford,Kelowna,324.9449,229.00166666666667
317,Abbotsford,Ladysmith,144.71679999999998,303.5883333333333
318,Abbotsford,Langley,29.4417,28.61
319,Abbotsford,Nanaimo,166.6105,325.55333333333334
320,Abbotsford,New Westminster,50.8905,46.15333333333333
321,Abbotsford,Port Coquitlam,48.1978,43.20333333333333
322,Abbotsford,Richmond,70.5578,69.01333333333334
323,Abbotsford,Surrey,41.9621,39.708333333333336
324,Abbotsford,Vancouver,66.2878,62.19166666666667
325,Abbotsford,Winnipeg,2237.197,1654.93
326,Abbotsford,Regina,1667.4988,1243.4983333333332
327,Abbotsford,Saskatoon,1517.484,1177.28
328,Abbotsford,Bolton,4303.8983,2903.008333333333
329,Burnaby,Delta,28.189,33.858333333333334
330,Burnaby,Errington,174.7278,332.21
331,Burnaby,Kamloops,341.8188,238.79500000000002
332,Burnaby,Kelowna,377.0562,268.3183333333333
333,Burnaby,Ladysmith,111.5902,275.5466666666667
334,Burnaby,Langley,33.5938,32.03
335,Burnaby,Nanaimo,133.4838,297.51166666666666
336,Burnaby,New Westminster,7.466399999999999,12.413333333333332
337,Burnaby,Port Coquitlam,17.5009,19.211666666666666
338,Burnaby,Richmond,21.0658,28.113333333333333
339,Burnaby,Surrey,13.4994,20.64333333333333
340,Burnaby,Vancouver,11.6343,18.081666666666667
341,Burnaby,Winnipeg,2289.3084,1694.2466666666667
342,Burnaby,Regina,1719.6101999999998,1282.8149999999998
343,Burnaby,Saskatoon,1569.5954,1216.5966666666668
344,Burnaby,Bolton,4331.8239,2919.8799999999997
345,Delta,Errington,149.4604,304.22333333333336
346,Delta,Kamloops,349.6249,255.16833333333335
347,Delta,Kelowna,384.8623,284.69166666666666
348,Delta,Ladysmith,86.3227,247.56
349,Delta,Langley,33.978,36.644999999999996
350,Delta,Nanaimo,108.2164,269.525
351,Delta,New Westminster,26.9061,32.985
352,Delta,Port Coquitlam,38.212900000000005,46.151666666666664
353,Delta,Richmond,14.9774,18.638333333333332
354,Delta,Surrey,24.6033,29.528333333333332
355,Delta,Vancouver,23.9075,29.948333333333334
356,Delta,Winnipeg,2297.1145,1710.62
357,Delta,Regina,1727.4163,1299.1883333333333
358,Delta,Saskatoon,1577.4015,1232.97
359,Delta,Bolton,4324.382,2908.7516666666666
360,Errington,Kamloops,492.9692,550.1550000000001
361,Errington,Kelowna,528.2066,579.6783333333333
362,Errington,Ladysmith,63.5353,57.26833333333333
363,Errington,Langley,177.3222,331.6316666666667
364,Errington,Nanaimo,41.8843,41.07166666666667
365,Errington,New Westminster,171.9186,326.955
366,Errington,Port Coquitlam,183.2254,340.12166666666667
367,Errington,Richmond,161.0699,315.84166666666664
368,Errington,Surrey,169.61579999999998,323.49833333333333
369,Errington,Vancouver,170.0,327.15166666666664
370,Errington,Winnipeg,2440.4587,2005.6066666666666
371,Errington,Regina,1870.7606,1594.175
372,Errington,Saskatoon,1720.7458000000001,1527.9566666666665
373,Errington,Bolton,4467.7263,3203.7383333333332
374,Kamloops,Kelowna,210.83120000000002,147.30499999999998
375,Kamloops,Ladysmith,430.9298,494.07
376,Kamloops,Langley,315.6547,219.09166666666667
377,Kamloops,Nanaimo,452.8235,516.035
378,Kamloops,New Westminster,337.1035,236.63500000000002
379,Kamloops,Port Coquitlam,334.4108,233.685
380,Kamloops,Richmond,356.7708,259.495
381,Kamloops,Surrey,328.1751,230.19
382,Kamloops,Vancouver,352.50079999999997,252.67333333333332
383,Kamloops,Winnipeg,1950.7316,1462.005
384,Kamloops,Regina,1381.0333999999998,1050.5733333333333
385,Kamloops,Saskatoon,1322.9813000000001,983.48
386,Kamloops,Bolton,4082.74,2912.9983333333334
387,Kelowna,Ladysmith,467.3145,525.4766666666667
388,Kelowna,Langley,352.0394,250.49833333333333
389,Kelowna,Nanaimo,489.20820000000003,547.4416666666667
390,Kelowna,New Westminster,373.4882,268.0416666666667
391,Kelowna,Port Coquitlam,370.7955,265.09166666666664
392,Kelowna,Richmond,393.1555,290.90166666666664
393,Kelowna,Surrey,364.5598,261.59666666666664
394,Kelowna,Vancouver,388.8855,284.08
395,Kelowna,Winnipeg,1927.3615,1435.7766666666669
396,Kelowna,Regina,1357.6633,1024.345
397,Kelowna,Saskatoon,1207.6485,958.1266666666667
398,Kelowna,Bolton,4046.27,2789.6433333333334
399,Ladysmith,Langley,113.78689999999999,274.36333333333334
400,Ladysmith,Nanaimo,22.5393,23.101666666666667
401,Ladysmith,New Westminster,108.3833,269.68666666666667
402,Ladysmith,Port Coquitlam,119.6901,282.85333333333335
403,Ladysmith,Richmond,97.53460000000001,258.5733333333333
404,Ladysmith,Surrey,106.0805,266.22999999999996
405,Ladysmith,Vancouver,106.4647,269.8833333333333
406,Ladysmith,Winnipeg,2376.9234,1948.3383333333334
407,Ladysmith,Regina,1807.2251999999999,1536.9066666666665
408,Ladysmith,Saskatoon,1657.2104,1470.6883333333333
409,Ladysmith,Bolton,4404.1909000000005,3146.4700000000003
410,Langley,Nanaimo,137.8773,298.93833333333333
411,Langley,New Westminster,30.4238,31.841666666666665
412,Langley,Port Coquitlam,24.5612,28.336666666666666
413,Langley,Richmond,41.832300000000004,43.54833333333333
414,Langley,Surrey,17.7883,23.173333333333336
415,Langley,Vancouver,45.8211,47.88
416,Langley,Winnipeg,2263.2812000000004,1675.59
417,Langley,Regina,1693.583,1264.1583333333333
418,Langley,Saskatoon,1543.5682,1197.9399999999998
419,Langley,Bolton,4304.8768,2901.7799999999997
420,Nanaimo,New Westminster,130.7613,292.45166666666665
421,Nanaimo,Port Coquitlam,142.06820000000002,305.6183333333333
422,Nanaimo,Richmond,119.9127,281.3383333333333
423,Nanaimo,Surrey,128.45860000000002,288.995
424,Nanaimo,Vancouver,128.8427,292.64833333333337
425,Nanaimo,Winnipeg,2399.3015,1971.1033333333332
426,Nanaimo,Regina,1829.6033,1559.6716666666666
427,Nanaimo,Saskatoon,1679.5885,1493.4533333333334
428,Nanaimo,Bolton,4426.569,3169.235
429,New Westminster,Port Coquitlam,13.650799999999998,17.925
430,New Westminster,Richmond,22.227,26.058333333333334
431,New Westminster,Surrey,6.5515,10.458333333333334
432,New Westminster,Vancouver,18.073400000000003,27.571666666666665
433,New Westminster,Winnipeg,2285.4583,1692.96
434,New Westminster,Regina,1715.7601000000002,1281.5283333333332
435,New Westminster,Saskatoon,1565.7453,1215.3100000000002
436,New Westminster,Bolton,4327.8663,2914.6466666666665
437,Port Coquitlam,Richmond,36.8542,43.45666666666667
438,Port Coquitlam,Surrey,14.843399999999999,19.158333333333335
439,Port Coquitlam,Vancouver,30.6481,34.91166666666666
440,Port Coquitlam,Winnipeg,2283.437,1691.275
441,Port Coquitlam,Regina,1713.7388,1279.8433333333335
442,Port Coquitlam,Saskatoon,1563.724,1213.625
443,Port Coquitlam,Bolton,4328.043900000001,2919.741666666667
444,Richmond,Surrey,30.9479,33.82
445,Richmond,Vancouver,13.244299999999999,20.509999999999998
446,Richmond,Winnipeg,2304.7447,1717.9783333333332
447,Richmond,Regina,1735.0465,1306.5466666666666
448,Richmond,Saskatoon,1585.0317,1240.3283333333334
449,Richmond,Bolton,4332.0122,2916.11
450,Surrey,Vancouver,24.86,36.9
451,Surrey,Winnipeg,2276.6324,1686.375
452,Surrey,Regina,1706.9342,1274.9433333333334
453,Surrey,Saskatoon,1556.9194,1208.725
454,Surrey,Bolton,4317.6092,2908.9083333333333
455,Vancouver,Winnipeg,2300.6452000000004,1709.215
456,Vancouver,Regina,1730.947,1297.7833333333333
457,Vancouver,Saskatoon,1580.9322,1231.5649999999998
458,Vancouver,Bolton,4341.116099999999,2927.5466666666666
459,Winnipeg,Regina,572.5255,412.63666666666666
460,Winnipeg,Saskatoon,827.1753,593.41
461,Winnipeg,Bolton,2088.232,1532.5416666666667
462,Regina,Saskatoon,258.8202,186.21166666666667
463,Regina,Bolton,2740.6969,1891.72
464,Saskatoon,Bolton,3003.1034,2073.77
